timestamp,level,ue_id,src,dst,success_rate
1,link,,AMF_4,gNB_1,0.998438
1,link,,AMF_3,gNB_2,0.998021
1,link,,SMF_5,UPF_2,0.997394
1,link,,SMF_4,UPF_5,0.997492
1,link,,AMF_2,SMF_1,0.997015
1,link,,AMF_2,gNB_6,0.997009
1,link,,AMF_2,gNB_9,0.998873
1,link,,AMF_3,gNB_1,0.998743
1,link,,AMF_1,gNB_8,0.997162
1,link,,SMF_8,UPF_6,0.998299
1,link,,AMF_4,gNB_10,0.998656
1,link,,SMF_4,UPF_2,0.998474
1,link,,SMF_3,UPF_3,0.997366
1,link,,AMF_3,gNB_10,0.997172
1,link,,AMF_4,SMF_5,0.998728
1,link,,AMF_3,SMF_4,0.998437
1,link,,AMF_4,gNB_4,0.998229
1,link,,AMF_4,gNB_11,0.997998
1,link,,AMF_3,SMF_5,0.997792
1,link,,AMF_3,gNB_4,0.997199
1,link,,AMF_3,gNB_11,0.997746
1,link,,SMF_7,UPF_1,0.998108
1,link,,SMF_5,UPF_6,0.997724
1,link,,SMF_8,UPF_1,0.997092
1,link,,AMF_2,SMF_5,0.997749
1,link,,AMF_2,gNB_4,0.997087
1,link,,AMF_2,gNB_11,0.997008
1,link,,SMF_1,UPF_1,0.998918
1,link,,AMF_4,SMF_8,0.997608
1,link,,SMF_3,UPF_5,0.997455
1,link,,SMF_4,UPF_6,0.998151
1,link,,AMF_3,SMF_8,0.998614
1,link,,SMF_6,UPF_1,0.997823
1,link,,AMF_1,SMF_6,0.998301
1,link,,SMF_3,UPF_2,0.998181
1,link,,AMF_4,gNB_8,0.997507
1,link,,AMF_1,gNB_5,0.99717
1,link,,SMF_2,UPF_1,0.997388
1,link,,AMF_3,gNB_8,0.997585
1,link,,AMF_1,gNB_7,0.997555
1,link,,AMF_3,SMF_6,0.997271
1,link,,AMF_2,SMF_8,0.998671
1,link,,AMF_4,gNB_7,0.997518
1,link,,AMF_1,SMF_2,0.997058
1,link,,AMF_4,SMF_2,0.998293
1,link,,SMF_8,UPF_4,0.997154
1,link,,SMF_7,UPF_7,0.997788
1,link,,AMF_1,gNB_12,0.99759
1,link,,SMF_1,UPF_4,0.998226
1,link,,AMF_3,SMF_2,0.997321
1,link,,AMF_2,gNB_8,0.997158
1,link,,AMF_1,gNB_3,0.997426
1,link,,AMF_1,SMF_3,0.998482
1,link,,AMF_2,SMF_6,0.997792
1,link,,SMF_8,UPF_7,0.99888
1,link,,AMF_4,gNB_3,0.997562
1,link,,SMF_1,UPF_7,0.997828
1,link,,AMF_2,gNB_7,0.998978
1,link,,SMF_3,UPF_6,0.997716
1,link,,SMF_6,UPF_4,0.997381
1,link,,SMF_2,UPF_4,0.997195
1,link,,AMF_2,SMF_2,0.997935
1,link,,SMF_6,UPF_7,0.997821
1,link,,SMF_7,UPF_3,0.998346
1,link,,AMF_1,SMF_1,0.998535
1,link,,AMF_1,gNB_9,0.997353
1,link,,SMF_2,UPF_7,0.997436
1,link,,AMF_1,gNB_6,0.998684
1,link,,SMF_8,UPF_3,0.998499
1,link,,AMF_4,gNB_5,0.997158
1,link,,AMF_2,gNB_3,0.998813
1,link,,SMF_1,UPF_3,0.997847
1,link,,AMF_3,gNB_5,0.997875
1,link,,AMF_3,gNB_7,0.997605
1,link,,AMF_1,gNB_2,0.997085
1,link,,SMF_3,UPF_1,0.997607
1,link,,SMF_4,UPF_1,0.998444
1,link,,SMF_2,UPF_2,0.998255
1,link,,AMF_1,gNB_1,0.998731
1,link,,AMF_4,gNB_2,0.998839
1,link,,SMF_2,UPF_3,0.99842
1,link,,AMF_4,gNB_12,0.997382
1,link,,AMF_2,gNB_5,0.998352
1,link,,SMF_7,UPF_5,0.998913
1,link,,AMF_4,SMF_3,0.997164
1,link,,AMF_3,gNB_12,0.998535
1,link,,SMF_5,UPF_3,0.998734
1,link,,AMF_1,gNB_10,0.998192
1,link,,AMF_1,SMF_4,0.997318
1,link,,AMF_3,gNB_3,0.998041
1,link,,AMF_3,SMF_3,0.998252
1,link,,SMF_8,UPF_5,0.998249
1,link,,AMF_1,SMF_5,0.99763
1,link,,SMF_1,UPF_6,0.998982
1,link,,AMF_1,gNB_4,0.998283
1,link,,AMF_1,SMF_7,0.997458
1,link,,AMF_1,gNB_11,0.998968
1,link,,SMF_1,UPF_5,0.997471
1,link,,AMF_4,SMF_7,0.998568
1,link,,AMF_2,gNB_2,0.998273
1,link,,SMF_5,UPF_4,0.998267
1,link,,SMF_8,UPF_2,0.99791
1,link,,AMF_2,gNB_1,0.998536
1,link,,AMF_2,gNB_12,0.998329
1,link,,SMF_1,UPF_2,0.99889
1,link,,SMF_6,UPF_6,0.99769
1,link,,AMF_4,SMF_1,0.998789
1,link,,SMF_6,UPF_5,0.997671
1,link,,AMF_4,gNB_6,0.998848
1,link,,AMF_4,gNB_9,0.997746
1,link,,AMF_2,SMF_3,0.998197
1,link,,SMF_2,UPF_6,0.997804
1,link,,SMF_3,UPF_4,0.99816
1,link,,AMF_3,SMF_1,0.997712
1,link,,AMF_3,gNB_6,0.99893
1,link,,AMF_3,gNB_9,0.998932
1,link,,SMF_2,UPF_5,0.998589
1,link,,AMF_2,gNB_10,0.998503
1,link,,AMF_2,SMF_4,0.997868
1,link,,SMF_6,UPF_2,0.998185
1,link,,SMF_3,UPF_7,0.997865
1,link,,SMF_5,UPF_5,0.998888
1,link,,AMF_1,SMF_8,0.99798
1,link,,SMF_4,UPF_7,0.99885
1,link,,AMF_2,SMF_7,0.998344
1,trace,UE_1,UE_1,gNB_1,0.998284
1,trace,UE_1,gNB_1,AMF_1,0.998731
1,trace,UE_1,AMF_1,SMF_1,0.998535
1,trace,UE_1,SMF_1,UPF_3,0.997847
1,trace,UE_1,UPF_3,SMF_1,0.997847
1,trace,UE_1,SMF_1,AMF_1,0.998535
1,trace,UE_1,AMF_1,gNB_9,0.997353
1,trace,UE_1,gNB_9,AMF_1,0.997353
1,trace,UE_1,AMF_1,gNB_1,0.998731
1,trace,UE_1,gNB_1,UE_1,0.998582
1,trace,UE_1,UE_1,gNB_9,0.997684
1,session,UE_1,,,0.979671
1,trace,UE_2,UE_2,gNB_3,0.997985
1,trace,UE_2,gNB_3,AMF_2,0.998813
1,trace,UE_2,AMF_2,SMF_8,0.998671
1,trace,UE_2,SMF_8,UPF_4,0.997154
1,trace,UE_2,UPF_4,SMF_8,0.997154
1,trace,UE_2,SMF_8,AMF_2,0.998671
1,trace,UE_2,AMF_2,gNB_12,0.998329
1,trace,UE_2,gNB_12,AMF_2,0.998329
1,trace,UE_2,AMF_2,gNB_3,0.998813
1,trace,UE_2,gNB_3,UE_2,0.99873
1,trace,UE_2,UE_2,gNB_12,0.997324
1,session,UE_2,,,0.980152
1,trace,UE_3,UE_3,gNB_5,0.997222
1,trace,UE_3,gNB_5,AMF_4,0.997158
1,trace,UE_3,AMF_4,SMF_3,0.997164
1,trace,UE_3,SMF_3,UPF_7,0.997865
1,trace,UE_3,UPF_7,SMF_3,0.997865
1,trace,UE_3,SMF_3,AMF_4,0.997164
1,trace,UE_3,AMF_4,gNB_11,0.997998
1,trace,UE_3,gNB_11,AMF_4,0.997998
1,trace,UE_3,AMF_4,gNB_5,0.997158
1,trace,UE_3,gNB_5,UE_3,0.997153
1,trace,UE_3,UE_3,gNB_11,0.997784
1,session,UE_3,,,0.972868
1,trace,UE_4,UE_4,gNB_11,0.99848
1,trace,UE_4,gNB_11,AMF_2,0.997008
1,trace,UE_4,AMF_2,SMF_2,0.997935
1,trace,UE_4,SMF_2,UPF_1,0.997388
1,trace,UE_4,UPF_1,SMF_2,0.997388
1,trace,UE_4,SMF_2,AMF_2,0.997935
1,trace,UE_4,AMF_2,gNB_1,0.998536
1,trace,UE_4,gNB_1,AMF_2,0.998536
1,trace,UE_4,AMF_2,gNB_11,0.997008
1,trace,UE_4,gNB_11,UE_4,0.998838
1,trace,UE_4,UE_4,gNB_1,0.997731
1,session,UE_4,,,0.977024
1,trace,UE_5,UE_5,gNB_2,0.997082
1,trace,UE_5,gNB_2,AMF_1,0.997085
1,trace,UE_5,AMF_1,SMF_4,0.997318
1,trace,UE_5,SMF_4,UPF_5,0.997492
1,trace,UE_5,UPF_5,SMF_4,0.997492
1,trace,UE_5,SMF_4,AMF_1,0.997318
1,trace,UE_5,AMF_1,gNB_9,0.997353
1,trace,UE_5,gNB_9,AMF_1,0.997353
1,trace,UE_5,AMF_1,gNB_2,0.997085
1,trace,UE_5,gNB_2,UE_5,0.997416
1,trace,UE_5,UE_5,gNB_9,0.997594
1,session,UE_5,,,0.970979
1,trace,UE_6,UE_6,gNB_5,0.997413
1,trace,UE_6,gNB_5,AMF_2,0.998352
1,trace,UE_6,AMF_2,SMF_8,0.998671
1,trace,UE_6,SMF_8,UPF_6,0.998299
1,trace,UE_6,UPF_6,SMF_8,0.998299
1,trace,UE_6,SMF_8,AMF_2,0.998671
1,trace,UE_6,AMF_2,gNB_1,0.998536
1,trace,UE_6,gNB_1,AMF_2,0.998536
1,trace,UE_6,AMF_2,gNB_5,0.998352
1,trace,UE_6,gNB_5,UE_6,0.997847
1,trace,UE_6,UE_6,gNB_1,0.997276
1,session,UE_6,,,0.980426
1,trace,UE_7,UE_7,gNB_4,0.997717
1,trace,UE_7,gNB_4,AMF_4,0.998229
1,trace,UE_7,AMF_4,SMF_1,0.998789
1,trace,UE_7,SMF_1,UPF_1,0.998918
1,trace,UE_7,UPF_1,SMF_1,0.998918
1,trace,UE_7,SMF_1,AMF_4,0.998789
1,trace,UE_7,AMF_4,gNB_12,0.997382
1,trace,UE_7,gNB_12,AMF_4,0.997382
1,trace,UE_7,AMF_4,gNB_4,0.998229
1,trace,UE_7,gNB_4,UE_7,0.997116
1,trace,UE_7,UE_7,gNB_12,0.998447
1,session,UE_7,,,0.980095
1,trace,UE_8,UE_8,gNB_1,0.997348
1,trace,UE_8,gNB_1,AMF_1,0.998731
1,trace,UE_8,AMF_1,SMF_3,0.998482
1,trace,UE_8,SMF_3,UPF_7,0.997865
1,trace,UE_8,UPF_7,SMF_3,0.997865
1,trace,UE_8,SMF_3,AMF_1,0.998482
