timestamp,level,ue_id,src,dst,success_rate
1,link,,SMF_2,UPF_1,0.997243
1,link,,AMF_3,SMF_2,0.998189
1,link,,SMF_2,UPF_3,0.998961
1,link,,AMF_3,SMF_1,0.998163
1,link,,SMF_1,UPF_2,0.998227
1,link,,AMF_3,gNB_2,0.997096
1,link,,AMF_3,gNB_3,0.997426
1,link,,AMF_2,SMF_2,0.997822
1,link,,AMF_1,SMF_2,0.997656
1,link,,SMF_1,UDM_1,0.997456
1,link,,AMF_2,SMF_1,0.998111
1,link,,AMF_1,SMF_1,0.998494
1,link,,PCF_1,SMF_2,0.998809
1,link,,SMF_2,UPF_2,0.998408
1,link,,AMF_2,gNB_3,0.997896
1,link,,AMF_2,gNB_2,0.998581
1,link,,AMF_1,gNB_3,0.998635
1,link,,AMF_1,gNB_2,0.997681
1,link,,PCF_1,SMF_1,0.998046
1,link,,SMF_2,UDM_1,0.99779
1,link,,AMF_3,gNB_1,0.99763
1,link,,PCF_2,SMF_2,0.998195
1,link,,SMF_1,UPF_1,0.998671
1,link,,PCF_2,SMF_1,0.998369
1,link,,SMF_1,UPF_3,0.997617
1,link,,AMF_2,gNB_1,0.997248
1,link,,AMF_1,gNB_1,0.997342
1,trace,UE_1,UE_1,gNB_1,0.998845
1,trace,UE_1,gNB_1,AMF_1,0.997342
1,trace,UE_1,AMF_1,SMF_1,0.998494
1,trace,UE_1,SMF_1,UDM_1,0.997456
1,trace,UE_1,UDM_1,SMF_1,0.997456
1,trace,UE_1,SMF_1,PCF_2,0.998369
1,trace,UE_1,PCF_2,SMF_1,0.998369
1,trace,UE_1,SMF_1,UPF_3,0.997617
1,trace,UE_1,UPF_3,SMF_1,0.997617
1,trace,UE_1,SMF_1,AMF_1,0.998494
1,trace,UE_1,AMF_1,gNB_1,0.997342
1,trace,UE_1,gNB_1,UE_1,0.997426
1,session,UE_1,,,0.975112
1,trace,UE_2,UE_2,gNB_3,0.99772
1,trace,UE_2,gNB_3,AMF_2,0.997896
1,trace,UE_2,AMF_2,SMF_1,0.998111
1,trace,UE_2,SMF_1,UDM_1,0.997456
1,trace,UE_2,UDM_1,SMF_1,0.997456
1,trace,UE_2,SMF_1,PCF_2,0.998369
1,trace,UE_2,PCF_2,SMF_1,0.998369
1,trace,UE_2,SMF_1,UPF_1,0.998671
1,trace,UE_2,UPF_1,SMF_1,0.998671
1,trace,UE_2,SMF_1,AMF_2,0.998111
1,trace,UE_2,AMF_2,gNB_3,0.997896
1,trace,UE_2,gNB_3,UE_2,0.99708
1,session,UE_2,,,0.976071
1,trace,UE_3,UE_3,gNB_3,0.997673
1,trace,UE_3,gNB_3,AMF_3,0.997426
1,trace,UE_3,AMF_3,SMF_1,0.998163
1,trace,UE_3,SMF_1,UDM_1,0.997456
1,trace,UE_3,UDM_1,SMF_1,0.997456
1,trace,UE_3,SMF_1,PCF_2,0.998369
1,trace,UE_3,PCF_2,SMF_1,0.998369
1,trace,UE_3,SMF_1,UPF_3,0.997617
